Order ID,Customer Name,Mobile Model,Quantity,Price per Unit,Total Price,Promotion Code,Order Amount,GST,Order Date,Payment Status,Shipping Status,Payment Method,Payment Provider,Mobile,Delivery Address
PYOKIAES2184800917548,Cheng Rong,OnePlus/9/Black/254GB,3,134440,403320,SPRING20,322656.0,48398.4,2023-10-25 00:00:00,Failed,In Transit,Credit Card,Visa,13280196621,Jiang Su Sheng Qi Qi Ha Er Xian Zi Chuan Huang Jie I Zuo  299434
9MTCVBQ8F184800917763,Hao Bo,Huawei/P40/Blue/64GB,8,62195,497560,AUTUMN5,472682.0,70902.3,2023-10-25 00:00:00,Paid,Shipped,PayPal,American Express,18773382688,Yun Nan Sheng Shang Hai Xian Hua Xi He Fei Jie E Zuo  194350
KLO986LU8184800917933,Wu Chun Mei,iPhone/13/Black/64GB,2,108545,217090,FESTIVE30,151963.0,22794.45,2023-10-25 00:00:00,Paid,Delivered,PayPal,PayPal,15364880186,Bei Jing Shi Cheng Du Xian He Chuan Zhan Jie T Zuo  751971
51PSQN1YP184800918117,Wu Huan,Vivo/X60/Blue/32GB,6,85727,514362,FESTIVE30,360053.39999999997,54008.009999999995,2023-10-25 00:00:00,Pending,In Transit,PayPal,Visa,13614516407,Gan Su Sheng Qian Xian Liang Ping Shen Zhen Lu Z Zuo  812450
6RX8D7S0Z184800918274,Wang Gui Hua,iPhone/13 Pro/Blue/32GB,3,145244,435732,AUTUMN5,413945.39999999997,62091.80999999999,2023-10-25 00:00:00,Pending,Pending,Debit Card,American Express,18873989572,Xin Jiang Wei Wu Er Zi Zhi Qu Yu Ying Shi Huai Rou Ma An Shan Lu X Zuo  110883
9L3VT3I9S184800918466,Zhang Mei,iPhone/13/White/32GB,7,147253,1030771,FESTIVE30,721539.7,108230.95499999999,2023-10-25 00:00:00,Pending,Shipped,PayPal,WeChat Pay,18868175053,Nei Meng Gu Zi Zhi Qu Gui Lan Shi He Ping Tai Bei Lu C Zuo  259796
IV6P2DOYP184800918649,Wu Li,iPhone/13/Red/32GB,5,97475,487375,FESTIVE30,341162.5,51174.375,2023-10-25 00:00:00,Pending,Delivered,Debit Card,American Express,14775712365,Guang Dong Sheng Xiang Xian Ji Qu Duan Jie D Zuo  884085
8QRFU1WHK184800918821,Liu Lin,Oppo/Reno5/Blue/128GB,8,56147,449176,WINTER10,404258.4,60638.76,2023-10-25 00:00:00,Pending,Shipped,Debit Card,Alipay,13139090252,Tai Wan Sheng Long Shi Chong Wen Gui Yang Lu G Zuo  659062
WUUSO6XBY184800918980,Shen Long,Xiaomi/Mi 11/Black/128GB,3,99659,298977,FESTIVE30,209283.9,31392.585,2023-10-25 00:00:00,Failed,Shipped,Debit Card,Visa,13587668554,Tai Wan Sheng Lei Shi Xiao Nan Hu He Hao Te Lu N Zuo  981687
BRNCBJK3G184800919144,Liao Hua,Vivo/X60/Black/64GB,5,116688,583440,SPRING20,466752.0,70012.8,2023-10-25 00:00:00,Failed,Delivered,Debit Card,American Express,18728954685,Zhe Jiang Sheng Ha Er Bin Shi Gao Ping Gai Jie V Zuo  962418
DYEGQ08YT184800919322,Wang Fan,OnePlus/9/Purple/8GB,6,105194,631164,NEWYEAR25,473373.0,71005.95,2023-10-25 00:00:00,Paid,Delivered,Bank Transfer,American Express,14567641941,Shan Xi Sheng Nan Chang Xian Shang Jie Nan Ning Jie A Zuo  364920
X13Y7IHID184800919486,Li Jin Feng,iPhone/13 Pro/Blue/254GB,5,72045,360225,FESTIVE30,252157.49999999997,37823.62499999999,2023-10-25 00:00:00,Failed,In Transit,Bank Transfer,Alipay,18542713525,Guang Dong Sheng Xiang Gang Shi Shan Ting Yang Jie N Zuo  824221
ZHENJHC1W184800919664,Wang Bo,OnePlus/9/White/8GB,6,103144,618864,SUMMER15,526034.4,78905.16,2023-10-25 00:00:00,Paid,Pending,Credit Card,Visa,15008463641,Ji Lin Sheng Fu Xin Shi Zhang Shou Xue Lu C Zuo  836750
QATVSRWZY184800919841,Wang Xiu Ying,Vivo/X60/Purple/254GB,7,110089,770623,FESTIVE30,539436.1,80915.415,2023-10-25 00:00:00,Paid,In Transit,Credit Card,PayPal,15784488911,Nei Meng Gu Zi Zhi Qu Hua Xian Huai Rou Fu Zhou Lu R Zuo  657806
Y69JJJ2R7184800920019,Lin Xiu Yun,iPhone/13/Red/128GB,3,65386,196158,NEWYEAR25,147118.5,22067.774999999998,2023-10-25 00:00:00,Failed,Pending,Debit Card,WeChat Pay,13876076700,Nei Meng Gu Zi Zhi Qu Yong Xian Shen Bei Xin Hui Zhou Lu L Zuo  347221
0FQ2QP1GJ184800920201,Chen Xiu Fang,Huawei/P40/Purple/8GB,10,118869,1188690,SPRING20,950952.0,142642.8,2023-10-25 00:00:00,Paid,Delivered,Debit Card,Visa,13852601783,He Nan Sheng Shen Yang Xian Xu Hui Wan Lu Q Zuo  761918
S6CYYTB24184800920383,Liu Feng Ying,OnePlus/9/White/32GB,4,82032,328128,AUTUMN5,311721.6,46758.24,2023-10-25 00:00:00,Paid,Delivered,Debit Card,American Express,18561650919,Jiang Su Sheng Yan Shi Ji Zhou Yu Lu Z Zuo  530842
TTQCB12YV184800920555,Xing Hong,iPhone/13 Pro/Red/64GB,7,51982,363874,WINTER10,327486.60000000003,49122.990000000005,2023-10-25 00:00:00,Failed,Delivered,Debit Card,WeChat Pay,13296995699,Si Chuan Sheng Dong Guan Shi Ji Zhou Fo Shan Jie L Zuo  338251
D688CLTUV184800920719,Lu Yang,Galaxy/S21/Black/8GB,1,65133,65133,SUMMER15,55363.049999999996,8304.457499999999,2023-10-25 00:00:00,Paid,In Transit,Bank Transfer,MasterCard,15893280436,Guang Xi Zhuang Zu Zi Zhi Qu Hai Men Shi Da Dong Chang Chun Lu Z Zuo  257547
VRDG7QT4N184800920906,Pei Jing,Oppo/Reno5/White/128GB,1,52585,52585,WINTER10,47326.5,7098.974999999999,2023-10-25 00:00:00,Failed,Pending,Bank Transfer,MasterCard,15643551832,Gan Su Sheng Yan Xian Xi Shan Sha Jie G Zuo  598186
VQ1JDYMXI184800921075,Chen Fan,Galaxy/S21/White/32GB,8,80565,644520,AUTUMN5,612294.0,91844.09999999999,2023-10-25 00:00:00,Failed,Delivered,Bank Transfer,American Express,18652178631,An Hui Sheng Hang Zhou Xian Hua Xi Wu Zhou Jie N Zuo  736784
K2DB1IP07184800921243,He Hai Yan,Galaxy/S21/Black/128GB,7,57846,404922,SPRING20,323937.60000000003,48590.64000000001,2023-10-25 00:00:00,Failed,Shipped,Credit Card,Visa,18065645249,Shan Xi Sheng Hui Zhou Xian Fu Cheng Xing Cheng Lu Q Zuo  900034
ENBQGT5ER184800921420,Wen Ping,Vivo/X60/Red/254GB,6,147654,885924,SPRING20,708739.2000000001,106310.88,2023-10-25 00:00:00,Failed,Shipped,Credit Card,WeChat Pay,13406633034,Gui Zhou Sheng Shu Lan Shi Long Tan Fo Shan Lu N Zuo  390583
DAK477VZY184800921586,Ceng Feng Lan,Vivo/X60/White/128GB,7,83181,582267,WINTER10,524040.3,78606.045,2023-10-25 00:00:00,Paid,Delivered,Bank Transfer,Visa,15723933363,Bei Jing Shi Kun Ming Xian Xu Hui Peng Jie Y Zuo  721512
Q00K1V9KD184800921769,Yu Xue,iPhone/13 Pro/Red/1TB,10,85946,859460,WINTER10,773514.0,116027.09999999999,2023-10-25 00:00:00,Pending,Shipped,Bank Transfer,MasterCard,13855693635,Jiang Xi Sheng Xin Xian Long Tan Ma An Shan Lu O Zuo  526065
MF5Q3EYVN184800921929,Zheng Yu,Oppo/Reno5/Purple/8GB,1,58298,58298,WINTER10,52468.200000000004,7870.2300000000005,2023-10-25 00:00:00,Pending,In Transit,Debit Card,Visa,13981007536,Liao Ning Sheng Tao Shi Xiang An Wu Jie X Zuo  480187
AQK3GRYV2184800922094,Pu Shu Hua,Oppo/Reno5/Blue/32GB,1,126901,126901,NEWYEAR25,95175.75,14276.3625,2023-10-25 00:00:00,Paid,Shipped,Debit Card,American Express,18179617085,Xi Zang Zi Zhi Qu Jian Xian Fu Cheng Chao Zhou Jie O Zuo  707729
SFG56HZZ2184800922270,Li Yu Hua,iPhone/13/White/254GB,9,148037,1332333,FESTIVE30,932633.1,139894.965,2023-10-25 00:00:00,Paid,In Transit,Credit Card,Alipay,14501307429,Jiang Xi Sheng Lei Xian Shuang Luan Cheng Jie R Zuo  147391
03YOOWJHR184800922448,Xie Rong,Oppo/Reno5/White/254GB,2,99939,199878,AUTUMN5,189884.09999999998,28482.614999999994,2023-10-25 00:00:00,Failed,Pending,Debit Card,Visa,13763332023,Xiang Gang Te Bie Xing Zheng Qu Liang Shi Bai Yun Ma Lu X Zuo  855018
F2V87LSJ4184800922646,Zhong Wen,Xiaomi/Mi 11/Red/8GB,10,51263,512630,FESTIVE30,358841.0,53826.15,2023-10-25 00:00:00,Paid,Delivered,Bank Transfer,PayPal,13143217912,Shang Hai Shi Xue Xian Gao Gang Da Ye Jie D Zuo  420160
6Y6NCC4IH184800922810,Hu Ying,Xiaomi/Mi 11/White/254GB,10,97013,970130,FESTIVE30,679091.0,101863.65,2023-10-25 00:00:00,Paid,Shipped,PayPal,American Express,15048696193,An Hui Sheng Yu Mei Shi Xiang An Chen Lu Y Zuo  484294
