Order ID,Customer Name,Mobile Model,Quantity,Price per Unit,Total Price,Promotion Code,Order Amount,GST,Order Date,Payment Status,Shipping Status,Payment Method,Payment Provider,Mobile,Delivery Address
L7KATJQLB184816171832,Wu Yu Ying,Huawei/P40/Red/8GB,2,111249,222498,SUMMER15,189123.3,28368.495,2024-02-27 00:00:00,Paid,Pending,Debit Card,PayPal,13806352780,Guang Dong Sheng Kun Xian Gao Gang La Sa Lu M Zuo  614607
CWWQFD64W184816172031,Cheng Xin,Vivo/X60/Purple/8GB,7,102549,717843,SUMMER15,610166.5499999999,91524.98249999998,2024-02-27 00:00:00,Pending,Shipped,PayPal,Visa,18142485216,Guang Dong Sheng Tai Yuan Xian Liang Ping Zhang Lu R Zuo  774437
D9E0JKOCY184816172217,Li Peng,iPhone/13/White/64GB,4,78146,312584,AUTUMN5,296954.8,44543.219999999994,2024-02-27 00:00:00,Pending,Pending,Bank Transfer,MasterCard,15254887537,Hu Nan Sheng Guan Ling Xian Hua Long Nan Jing Lu Y Zuo  265209
IYNHEGYIV184816172382,Hu Yun,OnePlus/9/Blue/32GB,2,53842,107684,AUTUMN5,102299.79999999999,15344.969999999998,2024-02-27 00:00:00,Pending,In Transit,Bank Transfer,MasterCard,15583227491,Si Chuan Sheng Ping Shi Feng Dou Kun Ming Lu G Zuo  642845
18WL0L07U184816172537,Wang Feng Ying,Huawei/P40/Blue/8GB,6,93784,562704,NEWYEAR25,422028.0,63304.2,2024-02-27 00:00:00,Paid,Pending,PayPal,PayPal,15351090612,Bei Jing Shi Long Shi Da Dong Shen Zhen Lu N Zuo  414744
56YNUW17B184816172696,Du Ning,iPhone/13/Purple/1TB,3,52354,157062,SUMMER15,133502.69999999998,20025.404999999995,2024-02-27 00:00:00,Paid,Pending,Bank Transfer,PayPal,15243152897,Bei Jing Shi Ting Ting Xian Xin Cheng Fu Xin Lu K Zuo  276054
SDUFWK3EP184816172851,Chen Jin Feng,Huawei/P40/Purple/64GB,9,89704,807336,AUTUMN5,766969.2,115045.37999999999,2024-02-27 00:00:00,Failed,Pending,Credit Card,PayPal,13308724467,An Hui Sheng Fei Xian Hai Gang Kun Ming Jie J Zuo  861863
GQ41CUBWW184816173008,Li Li Juan,Vivo/X60/Blue/1TB,9,119280,1073520,SUMMER15,912492.0,136873.8,2024-02-27 00:00:00,Paid,Shipped,Bank Transfer,American Express,15699440555,Jiang Xi Sheng Zhi Qiang Shi Xiao Shan Li Lu O Zuo  992448
ZRUDLSYFB184816173185,Wen Xiu Ying,Huawei/P40/Blue/8GB,5,94563,472815,NEWYEAR25,354611.25,53191.6875,2024-02-27 00:00:00,Pending,In Transit,PayPal,American Express,18894472720,Xi Zang Zi Zhi Qu Ma An Shan Shi He Chuan Nan Jing Lu J Zuo  607560
UCC1ZQQ2U184816173364,Xu Ling,iPhone/13 Pro/White/254GB,7,95490,668430,SPRING20,534744.0,80211.59999999999,2024-02-27 00:00:00,Failed,Shipped,Bank Transfer,WeChat Pay,13728500266,Ning Xia Hui Zu Zi Zhi Qu Hong Mei Shi Zhao Yang Ceng Jie Z Zuo  632317
2W2BG3CND184816173559,Li Ting,Vivo/X60/Red/8GB,8,66552,532416,WINTER10,479174.4,71876.16,2024-02-27 00:00:00,Pending,Delivered,Debit Card,American Express,13366152182,Xiang Gang Te Bie Xing Zheng Qu Xi An Xian Dong Cheng Chen Lu N Zuo  122824
D28CL5L3B184816173749,Lian Yu Hua,Xiaomi/Mi 11/Blue/32GB,2,117190,234380,AUTUMN5,222661.0,33399.15,2024-02-27 00:00:00,Pending,In Transit,Credit Card,WeChat Pay,18101366688,Shan Xi Sheng Nan Shi Wei Dou Ning De Lu A Zuo  818521
A4W9GVNCA184816173907,Wang Xiu Ying,Oppo/Reno5/White/128GB,7,135790,950530,SPRING20,760424.0,114063.59999999999,2024-02-27 00:00:00,Pending,Delivered,Debit Card,PayPal,13294615581,Hei Long Jiang Sheng Qian Jiang Xian Cheng Bei Wu Jie J Zuo  103669
6PQWAZ0IC184816174085,Wang Gui Fang,iPhone/13/Black/32GB,2,73760,147520,AUTUMN5,140144.0,21021.6,2024-02-27 00:00:00,Paid,Delivered,Debit Card,WeChat Pay,14545263173,Jiang Su Sheng Ying Xian Xu Hui Shi Jia Zhuang Lu E Zuo  929277
OFGZISEFP184816174245,Peng Hong Xia,iPhone/13 Pro/Black/64GB,9,75488,679392,SUMMER15,577483.2,86622.48,2024-02-27 00:00:00,Failed,Shipped,Debit Card,MasterCard,13487300168,Ning Xia Hui Zu Zi Zhi Qu Xin Ji Shi Gao Ming Dong Guan Lu W Zuo  328205
DVCDVB17O184816174433,Luo Li Li,Xiaomi/Mi 11/White/8GB,4,124823,499292,NEWYEAR25,374469.0,56170.35,2024-02-27 00:00:00,Pending,In Transit,Credit Card,MasterCard,15057276779,Xiang Gang Te Bie Xing Zheng Qu Wu Zhou Xian Zhao Yang Shen Zhen Lu L Zuo  400630
WZ5HW45DS184816174624,Ceng Yong,Huawei/P40/Purple/8GB,3,110858,332574,FESTIVE30,232801.8,34920.27,2024-02-27 00:00:00,Pending,In Transit,Bank Transfer,WeChat Pay,13108595778,An Hui Sheng Jie Shi Bai Yun Shen Zhen Lu Z Zuo  317240
NJ0BAJPG4184816174786,Li Dan Dan,Galaxy/S21/Blue/32GB,3,63776,191328,SPRING20,153062.4,22959.359999999997,2024-02-27 00:00:00,Pending,Shipped,Bank Transfer,American Express,14757284811,Ning Xia Hui Zu Zi Zhi Qu Ting Shi Min Xing Shan Wei Jie E Zuo  277589
91T3FLJMI184816174974,Zhou Xiu Mei,Huawei/P40/Red/32GB,2,54913,109826,WINTER10,98843.40000000001,14826.51,2024-02-27 00:00:00,Paid,Pending,Bank Transfer,MasterCard,13364337964,Shan Xi Sheng Qian Jiang Xian Pu Tuo Fu Xin Lu O Zuo  680017
HY9WDO2B3184816175145,Liu Ping,iPhone/13 Pro/White/1TB,1,138132,138132,SPRING20,110505.6,16575.84,2024-02-27 00:00:00,Failed,Delivered,PayPal,MasterCard,13527110961,Qing Hai Sheng Ping Xian Gao Gang Fo Shan Lu F Zuo  460638
U45NDXWAK184816175308,Li Xiu Zhen,Huawei/P40/White/64GB,3,119746,359238,SPRING20,287390.4,43108.560000000005,2024-02-27 00:00:00,Pending,Pending,Debit Card,WeChat Pay,13736889178,Hu Bei Sheng Xin Ji Shi Xing Shan Xing An Meng Lu D Zuo  970755
RBS20UPYE184816175486,Gu Xiu Fang,Oppo/Reno5/Red/254GB,5,115863,579315,WINTER10,521383.5,78207.525,2024-02-27 00:00:00,Paid,In Transit,Credit Card,Alipay,18084770207,Ao Men Te Bie Xing Zheng Qu Lei Shi Min Xing Guo Jie B Zuo  813430
58Q8HMV5K184816175688,Zhang Wen,iPhone/13 Pro/Blue/32GB,4,121715,486860,AUTUMN5,462517.0,69377.55,2024-02-27 00:00:00,Pending,Pending,Credit Card,WeChat Pay,18770872537,Ji Lin Sheng Nan Chang Shi Jing An Qi Qi Ha Er Lu U Zuo  630336
V7L8V7ODK184816175869,Luo Shu Ying,Galaxy/S21/Red/128GB,9,101665,914985,FESTIVE30,640489.5,96073.425,2024-02-27 00:00:00,Paid,In Transit,PayPal,PayPal,13355507954,An Hui Sheng Nan Chang Shi Xu Hui Zhang Jia Gang Jie M Zuo  595037
5WD2N62BX184816176045,Luo Xiu Mei,OnePlus/9/Black/1TB,7,112365,786555,SPRING20,629244.0,94386.59999999999,2024-02-27 00:00:00,Paid,Delivered,Credit Card,PayPal,15024376914,Ao Men Te Bie Xing Zheng Qu Rong Xian Ji Zhou Zhong Jie I Zuo  135268
R6576LOCM184816176246,Tang Liang,iPhone/13/White/64GB,5,130081,650405,SPRING20,520324.0,78048.59999999999,2024-02-27 00:00:00,Paid,Delivered,Credit Card,MasterCard,13734854008,Xi Zang Zi Zhi Qu Hai Men Shi Nan Hu Xie Lu J Zuo  191549
WRXOM3IQP184816176436,Kong Xiao Hong,Huawei/P40/White/8GB,10,98286,982860,FESTIVE30,688002.0,103200.3,2024-02-27 00:00:00,Paid,Pending,Bank Transfer,Visa,18955051309,Yun Nan Sheng Liu Pan Shui Shi Qing Cheng Zhang Jie P Zuo  171420
4C6IY74VZ184816176628,Yang Wen,Huawei/P40/Black/1TB,6,80755,484530,SUMMER15,411850.5,61777.575,2024-02-27 00:00:00,Pending,In Transit,Credit Card,Alipay,18151215915,Guang Dong Sheng Li Xian Hai Gang Qian Jie J Zuo  759367
JNGSG9LKH184816176795,Su Yang,OnePlus/9/Black/8GB,6,55627,333762,SUMMER15,283697.7,42554.655,2024-02-27 00:00:00,Paid,Pending,Credit Card,MasterCard,15148066151,Shan Xi Sheng Fu Zhou Shi Bin Cheng Chen Lu A Zuo  519711
0DSCO5H7Z184816176972,Tian Jun,OnePlus/9/Red/64GB,6,74247,445482,AUTUMN5,423207.89999999997,63481.18499999999,2024-02-27 00:00:00,Failed,In Transit,PayPal,Alipay,18171773240,Guang Dong Sheng Hong Shi Dong Cheng Yu Lu N Zuo  651797
K8C34WDA2184816177144,Guo Bing,Vivo/X60/White/254GB,1,53681,53681,NEWYEAR25,40260.75,6039.1125,2024-02-27 00:00:00,Failed,Pending,Credit Card,PayPal,15011272264,Hu Nan Sheng Hong Xia Shi Gao Gang Zhang Lu S Zuo  490435
G2IHX35F4184816177321,Zhang Xue,Oppo/Reno5/Red/64GB,9,92180,829620,WINTER10,746658.0,111998.7,2024-02-27 00:00:00,Pending,Pending,PayPal,Visa,15660741794,Nei Meng Gu Zi Zhi Qu Yu Shi Xi Xia Chao Hu Jie I Zuo  119654
946DOF2BF184816177499,Fu Xue,Xiaomi/Mi 11/Purple/64GB,4,144675,578700,NEWYEAR25,434025.0,65103.75,2024-02-27 00:00:00,Failed,Delivered,Credit Card,American Express,15623030966,Hei Long Jiang Sheng Yin Chuan Xian Nan Hu Xin Ji Jie M Zuo  200332
I66L84B03184816177670,Chen Xiu Mei,iPhone/13/Red/64GB,7,82243,575701,AUTUMN5,546915.95,82037.39249999999,2024-02-27 00:00:00,Failed,Shipped,Bank Transfer,American Express,15856483175,Si Chuan Sheng Shan Wei Shi Mu Ye Dong Guan Jie H Zuo  836956
I0SYO1HQQ184816177840,Dong Dan,Xiaomi/Mi 11/Black/64GB,9,105037,945333,SPRING20,756266.4,113439.96,2024-02-27 00:00:00,Pending,Pending,Debit Card,American Express,15526520968,Qing Hai Sheng Dan Dan Xian Hai Ling Huo Jie Q Zuo  971533
Z3GG5FVBE184816178016,Lu Jian Ping,Xiaomi/Mi 11/Blue/1TB,9,112738,1014642,SPRING20,811713.6000000001,121757.04000000001,2024-02-27 00:00:00,Failed,Pending,Credit Card,MasterCard,13336654787,An Hui Sheng Zheng Zhou Shi You Hao Guan Ling Jie O Zuo  673088
5VYOKG5X5184816178192,Ran Huan,Galaxy/S21/Red/32GB,1,133726,133726,SPRING20,106980.8,16047.119999999999,2024-02-27 00:00:00,Paid,Shipped,PayPal,Alipay,18146218879,Gui Zhou Sheng Jun Xian Liu Zhi Te Lan Zhou Jie M Zuo  813712
7J7QOMKHU184816178362,Na Lan Ying,Vivo/X60/Purple/64GB,9,125911,1133199,WINTER10,1019879.1,152981.865,2024-02-27 00:00:00,Paid,Shipped,Bank Transfer,MasterCard,13431822676,Ning Xia Hui Zu Zi Zhi Qu Hui Xian Xing Shan Tang Lu Z Zuo  753303
S51U4ORTT184816178563,Zhao Li,Galaxy/S21/Blue/8GB,5,145265,726325,SUMMER15,617376.25,92606.4375,2024-02-27 00:00:00,Failed,In Transit,Debit Card,Visa,15630451594,Tai Wan Sheng Jin Feng Xian Qing Pu Xing An Meng Lu D Zuo  216752
