Order ID,Customer Name,Mobile Model,Quantity,Price per Unit,Total Price,Promotion Code,Order Amount,GST,Order Date,Payment Status,Shipping Status,Payment Method,Payment Provider,Mobile,Delivery Address
JNOLYWKYS184756460168,Sun Liang,iPhone/13/Blue/32GB,3,98622,295866,NEWYEAR25,221899.5,33284.924999999996,2023-09-14 00:00:00,Paid,Shipped,PayPal,Visa,18787448290,Ao Men Te Bie Xing Zheng Qu Shang Hai Xian Sha Wan Shen Yang Jie P Zuo  325802
A4T32TWY1184756460393,Weng Hao,iPhone/13 Pro/Black/8GB,6,75108,450648,SUMMER15,383050.8,57457.619999999995,2023-09-14 00:00:00,Pending,Shipped,PayPal,MasterCard,18119737228,Chong Qing Shi Ao Men Shi Cheng Dong Lu An Jie B Zuo  284903
62JSI2SLA184756460561,Si Shu Lan,Galaxy/S21/Purple/128GB,8,83265,666120,AUTUMN5,632814.0,94922.09999999999,2023-09-14 00:00:00,Pending,Delivered,PayPal,PayPal,18913609935,Si Chuan Sheng Ma An Shan Xian Xi Xia Fu Lu Q Zuo  255941
GQ2JC5MZB184756460750,Du Lin,OnePlus/9/Purple/32GB,1,84004,84004,SPRING20,67203.2,10080.48,2023-09-14 00:00:00,Failed,Delivered,PayPal,MasterCard,18661906300,Shang Hai Shi Xi An Xian Qing Pu Qi Qi Ha Er Lu D Zuo  759682
XALQBDA1W184756460932,Mao Gui Ying,Huawei/P40/Black/128GB,4,103233,412932,SPRING20,330345.60000000003,49551.840000000004,2023-09-14 00:00:00,Pending,Shipped,PayPal,WeChat Pay,13234265196,Nei Meng Gu Zi Zhi Qu Dong Xian Shen He Zhang Lu L Zuo  497912
K30YAZKY9184756461123,Hu Jing,Huawei/P40/White/254GB,1,121091,121091,FESTIVE30,84763.7,12714.554999999998,2023-09-14 00:00:00,Pending,Shipped,PayPal,Visa,18885103404,Nei Meng Gu Zi Zhi Qu Liu Pan Shui Xian Dong Li Bei Jing Lu F Zuo  571876
DSK9B76NB184756461332,Song Li Hua,Huawei/P40/White/254GB,8,126777,1014216,AUTUMN5,963505.2,144525.78,2023-09-14 00:00:00,Pending,Pending,Bank Transfer,Alipay,13152835096,Tian Jin Shi Na Shi Dong Cheng Yang Jie A Zuo  709413
8F97JX8M8184756461520,Shi Qiang,Huawei/P40/Red/8GB,4,56339,225356,AUTUMN5,214088.19999999998,32113.229999999996,2023-09-14 00:00:00,Failed,Pending,Bank Transfer,MasterCard,13580589975,Liao Ning Sheng Shu Hua Xian Liang Ping La Sa Lu U Zuo  801503
TT1NVBB71184756461688,Chen Yan,Oppo/Reno5/Blue/128GB,3,148517,445551,WINTER10,400995.9,60149.385,2023-09-14 00:00:00,Failed,Delivered,PayPal,MasterCard,14594874165,Qing Hai Sheng Hong Xia Shi Sha Shi Yao Jie G Zuo  738928
22A8G2QXR184756461869,Gong Xiu Hua,iPhone/13 Pro/Blue/1TB,2,125946,251892,AUTUMN5,239297.4,35894.61,2023-09-14 00:00:00,Failed,In Transit,Credit Card,WeChat Pay,15311413463,Hu Bei Sheng Chao Zhou Xian Men Tou Gou Zhang Jia Gang Jie B Zuo  419832
7TEV1UK0Y184756462059,Zhang Hong Xia,Galaxy/S21/Blue/8GB,7,103475,724325,FESTIVE30,507027.49999999994,76054.12499999999,2023-09-14 00:00:00,Pending,In Transit,Debit Card,MasterCard,18844806725,Liao Ning Sheng Hai Kou Shi Shan Ting Fu Xin Jie T Zuo  289538
HLIO9YKOJ184756462232,Li Yu,OnePlus/9/Red/32GB,1,113508,113508,WINTER10,102157.2,15323.579999999998,2023-09-14 00:00:00,Pending,Shipped,Debit Card,WeChat Pay,13230334477,Ao Men Te Bie Xing Zheng Qu Bei Zhen Shi Da Xing Shi Lu Y Zuo  777931
