Order ID,Customer Name,Mobile Model,Quantity,Price per Unit,Total Price,Promotion Code,Order Amount,GST,Order Date,Payment Status,Shipping Status,Payment Method,Payment Provider,Mobile,Delivery Address
ARV0BS2SX184747802030,Zou Bo,Galaxy/S21/White/64GB,7,57964,405748,NEWYEAR25,304311.0,45646.65,2023-07-01 00:00:00,Pending,In Transit,Bank Transfer,PayPal,14510476439,He Nan Sheng Peng Shi Xun Yang Qi Qi Ha Er Lu F Zuo  870181
8WZWZG3AY184747802264,Liang Hong,Vivo/X60/Purple/254GB,3,142561,427683,SUMMER15,363530.55,54529.5825,2023-07-01 00:00:00,Pending,Delivered,PayPal,MasterCard,15824747789,Ning Xia Hui Zu Zi Zhi Qu Chong Qing Xian Shang Jie Zhang Jie B Zuo  950310
SRWEE589U184747802481,Tu Xiu Fang,Xiaomi/Mi 11/Purple/1TB,2,84409,168818,NEWYEAR25,126613.5,18992.024999999998,2023-07-01 00:00:00,Failed,Delivered,PayPal,Visa,13173606601,Xin Jiang Wei Wu Er Zi Zhi Qu Shu Hua Shi Mu Ye Lei Lu I Zuo  154563
437MBQVL8184747802692,Liu Gui Lan,Huawei/P40/White/254GB,9,60224,542016,WINTER10,487814.4,73172.16,2023-07-01 00:00:00,Failed,Delivered,PayPal,Visa,15027105045,Jiang Su Sheng Yun Shi Sha Shi Wei Lu X Zuo  452188
R7Y1PN83V184747802870,Liu Shu Lan,OnePlus/9/Purple/254GB,4,98305,393220,AUTUMN5,373559.0,56033.85,2023-07-01 00:00:00,Pending,Pending,Credit Card,PayPal,15262119459,Chong Qing Shi Lan Zhou Shi Zhang Shou Hou Jie A Zuo  927297
7HENBK10E184747803052,Wang Qiang,OnePlus/9/Blue/1TB,8,121479,971832,SUMMER15,826057.2,123908.57999999999,2023-07-01 00:00:00,Paid,Delivered,Bank Transfer,Alipay,18202241723,Xin Jiang Wei Wu Er Zi Zhi Qu Chong Qing Shi Yong Chuan Zhang Jie J Zuo  932058
P60ZTUZZ6184747803245,Sun Peng,iPhone/13/Red/32GB,2,60847,121694,NEWYEAR25,91270.5,13690.574999999999,2023-07-01 00:00:00,Pending,Pending,PayPal,MasterCard,15856630400,Xin Jiang Wei Wu Er Zi Zhi Qu Yan Shi Bai Yun Han Lu G Zuo  765378
LR6WOKUKF184747803432,Zheng Bin,Huawei/P40/Blue/254GB,7,129029,903203,SUMMER15,767722.5499999999,115158.38249999999,2023-07-01 00:00:00,Paid,Pending,Credit Card,Alipay,18866306145,Hu Nan Sheng Zhang Sha Xian Shang Jie Bei Zhen Lu G Zuo  515709
72E7H20ZH184747803595,Zhao Ting Ting,Huawei/P40/Black/8GB,9,103481,931329,WINTER10,838196.1,125729.415,2023-07-01 00:00:00,Failed,Delivered,Credit Card,MasterCard,18861014367,Jiang Su Sheng Shuai Shi Shuang Luan Liang Lu J Zuo  830727
LUNFL67C1184747803765,Lv Hong Mei,OnePlus/9/Black/8GB,9,109373,984357,WINTER10,885921.3,132888.195,2023-07-01 00:00:00,Failed,Delivered,Bank Transfer,WeChat Pay,18192537672,Shang Hai Shi Shi Jia Zhuang Shi Sha Shi Cheng Du Jie C Zuo  560989
