Order ID,Customer Name,Mobile Model,Quantity,Price per Unit,Total Price,Promotion Code,Order Amount,GST,Order Date,Payment Status,Shipping Status,Payment Method,Payment Provider,Mobile,Delivery Address
NA20371AR184744018281,Wen Rong,OnePlus/9/White/128GB,5,88267,441335,AUTUMN5,419268.25,62890.237499999996,2023-06-01 00:00:00,Paid,Pending,Debit Card,Alipay,18662146444,Yun Nan Sheng Liu Pan Shui Xian He Chuan Lin Jie H Zuo  889294
GLJHDDFFF184744018543,Wang Yu,Xiaomi/Mi 11/Purple/64GB,7,91867,643069,SPRING20,514455.2,77168.28,2023-06-01 00:00:00,Pending,Delivered,Debit Card,Alipay,13630795194,Tai Wan Sheng Bo Shi Qing Cheng Yang Lu R Zuo  566936
75NHHG1SR184744018728,An Li,iPhone/13/Red/64GB,7,97104,679728,SUMMER15,577768.7999999999,86665.31999999999,2023-06-01 00:00:00,Failed,Delivered,Credit Card,PayPal,13049828668,Ji Lin Sheng Bin Shi An Ci Nan Ning Jie P Zuo  421476
TN9GORC4S184744018886,Zhou Wei,Galaxy/S21/Red/8GB,4,90454,361816,AUTUMN5,343725.2,51558.78,2023-06-01 00:00:00,Pending,Delivered,PayPal,MasterCard,14725011993,Hai Nan Sheng La Sa Xian Nan Chang Mao Lu Q Zuo  509640
3B7XKZUJV184744019058,Gong Xiu Ying,iPhone/13 Pro/Black/64GB,4,143453,573812,WINTER10,516430.8,77464.62,2023-06-01 00:00:00,Paid,Shipped,Bank Transfer,PayPal,15600391662,Ji Lin Sheng Xue Mei Shi Zhang Shou Dong Guan Lu W Zuo  309247
90EAXDRJS184744019228,Lu Gui Ying,OnePlus/9/Purple/32GB,3,114939,344817,SUMMER15,293094.45,43964.1675,2023-06-01 00:00:00,Pending,Pending,Credit Card,PayPal,18114213106,Qing Hai Sheng Jun Shi Long Tan Chang Sha Jie O Zuo  112561
WRW0RIFIC184744019391,Sun Jian Ping,iPhone/13/Purple/128GB,9,116483,1048347,SUMMER15,891094.95,133664.2425,2023-06-01 00:00:00,Paid,Shipped,Bank Transfer,American Express,13852325224,Ji Lin Sheng Shi Jia Zhuang Shi Mu Ye He Fei Jie S Zuo  252202
MCQURJSOV184744019563,Shang Jun,Huawei/P40/Purple/254GB,1,89767,89767,FESTIVE30,62836.899999999994,9425.534999999998,2023-06-01 00:00:00,Paid,Pending,Debit Card,PayPal,15626164278,Ao Men Te Bie Xing Zheng Qu Chao Zhou Shi He Chuan Rao Lu O Zuo  343345
T2WDUHM51184744019761,Wang Xiu Zhen,Huawei/P40/Blue/254GB,5,88650,443250,WINTER10,398925.0,59838.75,2023-06-01 00:00:00,Pending,Shipped,Credit Card,American Express,18179790018,He Nan Sheng Shan Wei Shi Cheng Dong Xiang Gang Jie B Zuo  960628
W5YV3MOEL184744019929,Huang Xu,Xiaomi/Mi 11/Purple/128GB,8,138878,1111024,SUMMER15,944370.4,141655.56,2023-06-01 00:00:00,Paid,Delivered,PayPal,American Express,13639639394,Shang Hai Shi Tai Yuan Shi Qing Cheng Song Jie F Zuo  379728
QEWGG92FI184744020102,Wang Rong,iPhone/13/Blue/254GB,10,89960,899600,WINTER10,809640.0,121446.0,2023-06-01 00:00:00,Failed,Delivered,PayPal,WeChat Pay,13304572804,Liao Ning Sheng Bin Shi Zhao Yang Ning De Lu B Zuo  817932
EZ274NCJF184744020255,Ding Hong Mei,Vivo/X60/Blue/32GB,8,95878,767024,SUMMER15,651970.4,97795.56,2023-06-01 00:00:00,Pending,Shipped,PayPal,Visa,15031060373,Xi Zang Zi Zhi Qu Nan Chang Shi You Hao Zheng Zhou Lu W Zuo  508517
