Order ID,Customer Name,Mobile Model,Quantity,Price per Unit,Total Price,Promotion Code,Order Amount,GST,Order Date,Payment Status,Shipping Status,Payment Method,Payment Provider,Mobile,Delivery Address
4TWAGWHCN184745375672,Zhu Li Li,OnePlus/9/Blue/128GB,9,110844,997596,SUMMER15,847956.6,127193.48999999999,2023-06-12 00:00:00,Pending,Pending,Credit Card,PayPal,14515299370,Xin Jiang Wei Wu Er Zi Zhi Qu Yong Shi Xi Shan Shen Yang Lu B Zuo  390302
6BYRHXEON184745375941,Mao Dong,iPhone/13 Pro/Black/254GB,7,61457,430199,NEWYEAR25,322649.25,48397.3875,2023-06-12 00:00:00,Pending,Shipped,PayPal,MasterCard,18181882993,Hei Long Jiang Sheng Gui Xiang Shi Gao Ping Lan Zhou Lu P Zuo  382463
J94Q655QQ184745376129,Liu Peng,Vivo/X60/Red/1TB,8,64778,518224,WINTER10,466401.60000000003,69960.24,2023-06-12 00:00:00,Pending,Delivered,Bank Transfer,Visa,15956655861,Bei Jing Shi Cheng Du Shi Feng Dou Chen Jie H Zuo  224983
J015GI8UQ184745376313,Sun Jun,Xiaomi/Mi 11/Purple/64GB,10,52225,522250,SUMMER15,443912.5,66586.875,2023-06-12 00:00:00,Failed,Pending,PayPal,Alipay,18777087808,Fu Jian Sheng Shu Lan Shi Sha Shi Liu Jie W Zuo  131579
R9VCSIIGL184745376497,Cui Yan,iPhone/13 Pro/Purple/254GB,9,71157,640413,WINTER10,576371.7000000001,86455.755,2023-06-12 00:00:00,Paid,In Transit,Credit Card,American Express,13889203989,Xi Zang Zi Zhi Qu Yu Zhen Shi Ji Zhou Wang Jie W Zuo  356467
26MQMP5CZ184745376687,Ma Hai Yan,Vivo/X60/White/1TB,8,74609,596872,AUTUMN5,567028.4,85054.26,2023-06-12 00:00:00,Paid,Shipped,PayPal,Visa,18109295083,Xiang Gang Te Bie Xing Zheng Qu Dan Shi Gao Ping Xi An Jie J Zuo  522687
GCKG0698Y184745376881,Li Chao,OnePlus/9/White/32GB,1,99351,99351,SUMMER15,84448.34999999999,12667.252499999999,2023-06-12 00:00:00,Pending,Pending,Debit Card,WeChat Pay,13093185877,Xiang Gang Te Bie Xing Zheng Qu La Sa Xian Bin Cheng Zhang Lu J Zuo  638311
3N5MQV7YE184745377086,Liu Shu Zhen,iPhone/13 Pro/White/1TB,1,95771,95771,AUTUMN5,90982.45,13647.367499999998,2023-06-12 00:00:00,Paid,In Transit,PayPal,Alipay,18627564061,Xi Zang Zi Zhi Qu Jian Guo Shi Qing Pu Wu Lu T Zuo  791525
0TK4H9U7X184745377282,Huang Fei,Oppo/Reno5/Red/64GB,9,71865,646785,WINTER10,582106.5,87315.97499999999,2023-06-12 00:00:00,Paid,In Transit,PayPal,Visa,18727990172,Yun Nan Sheng Jia He Xian Xin Cheng Li Jie N Zuo  570761
UP4TWQE0V184745377460,Lin Ting Ting,OnePlus/9/White/1TB,4,56546,226184,AUTUMN5,214874.8,32231.219999999998,2023-06-12 00:00:00,Paid,Pending,Debit Card,MasterCard,14584254385,Shan Dong Sheng Tai Yuan Xian Liu Zhi Te Ceng Lu M Zuo  900497
