Order ID,Customer Name,Mobile Model,Quantity,Price per Unit,Total Price,Promotion Code,Order Amount,GST,Order Date,Payment Status,Shipping Status,Payment Method,Payment Provider,Mobile,Delivery Address
1F8UC1GZP184728576362,Jing Xiu Mei,iPhone/13 Pro/Black/128GB,5,57115,285575,NEWYEAR25,214181.25,32127.1875,2023-01-31 00:00:00,Failed,Delivered,Credit Card,MasterCard,18118338926,Jiang Xi Sheng Jian Jun Shi Gao Gang Fo Shan Jie R Zuo  627234
UHOTE6AUZ184728576585,Liu Yong,Oppo/Reno5/White/1TB,10,67791,677910,NEWYEAR25,508432.5,76264.875,2023-01-31 00:00:00,Pending,In Transit,Debit Card,MasterCard,15290365771,Yun Nan Sheng Gui Yang Xian Gao Gang Li Jie E Zuo  782829
JJIR7TYLE184728576768,Zhou Bo,Huawei/P40/Red/32GB,10,71767,717670,FESTIVE30,502368.99999999994,75355.34999999999,2023-01-31 00:00:00,Failed,Shipped,Debit Card,PayPal,13908806878,Nei Meng Gu Zi Zhi Qu Hui Xian Bi Shan Guo Jie Q Zuo  612807
4PSUCBPYR184728576953,Wang Fang,Huawei/P40/Black/1TB,8,111387,891096,SUMMER15,757431.6,113614.73999999999,2023-01-31 00:00:00,Pending,Pending,Credit Card,Visa,18189365517,Fu Jian Sheng Hang Zhou Xian Da Xing Liu Pan Shui Jie T Zuo  984687
H7V5S0U4J184728577122,Zhuang Xiao Hong,Huawei/P40/Blue/128GB,6,79142,474852,AUTUMN5,451109.39999999997,67666.40999999999,2023-01-31 00:00:00,Paid,In Transit,Credit Card,WeChat Pay,18012891652,Bei Jing Shi Xi An Xian Da Xing Ma An Shan Lu H Zuo  821300
M2IM7YILX184728577297,Xu Li,Xiaomi/Mi 11/Red/254GB,10,54923,549230,FESTIVE30,384461.0,57669.15,2023-01-31 00:00:00,Pending,Shipped,Bank Transfer,American Express,18255059859,Ao Men Te Bie Xing Zheng Qu Xu Xian Gao Gang Wang Lu E Zuo  163809
5JLAM94Z0184728577485,Xu Bin,iPhone/13 Pro/Black/32GB,9,95745,861705,SPRING20,689364.0,103404.59999999999,2023-01-31 00:00:00,Pending,Delivered,PayPal,MasterCard,15129497648,Hu Nan Sheng Tai Yuan Shi Zhao Yang Chen Lu Q Zuo  554170
TH91NOTWC184728577663,Dong Yang,Huawei/P40/Red/1TB,5,142246,711230,AUTUMN5,675668.5,101350.275,2023-01-31 00:00:00,Failed,Delivered,Debit Card,PayPal,15077123630,Ao Men Te Bie Xing Zheng Qu Xu Xian Hai Ling Zhang Jia Gang Jie L Zuo  282242
BQIP1LD2J184728577842,Gai Ying,Galaxy/S21/Red/254GB,10,101519,1015190,WINTER10,913671.0,137050.65,2023-01-31 00:00:00,Paid,Delivered,Bank Transfer,Alipay,18195942193,Zhe Jiang Sheng Shen Zhen Shi Qing Cheng Yu Lu L Zuo  771721
WZKDGVHT8184728578012,Chen Gui Ying,OnePlus/9/Black/8GB,8,70390,563120,AUTUMN5,534964.0,80244.59999999999,2023-01-31 00:00:00,Failed,Delivered,Bank Transfer,WeChat Pay,15578994617,Hu Bei Sheng Lu Shi Chong Wen Kuang Jie S Zuo  214732
