Order ID,Customer Name,Mobile Model,Quantity,Price per Unit,Total Price,Promotion Code,Order Amount,GST,Order Date,Payment Status,Shipping Status,Payment Method,Payment Provider,Mobile,Delivery Address
B91M29UY4184813155349,Tang Peng,OnePlus/9/White/64GB,2,126501,253002,SPRING20,202401.6,30360.239999999998,2024-02-01 00:00:00,Failed,Delivered,Credit Card,Visa,14517167988,Bei Jing Shi Hu He Hao Te Xian Qing Cheng Yin Chuan Lu W Zuo  661453
YF17H0Z6X184813155551,Zhao Hui,Huawei/P40/Purple/64GB,4,113552,454208,SUMMER15,386076.8,57911.52,2024-02-01 00:00:00,Failed,Shipped,Debit Card,American Express,13752556550,Qing Hai Sheng Tai Yuan Xian Qing Pu Han Jie X Zuo  347384
EO5H7TLQ0184813155730,Shi Ning,Galaxy/S21/Blue/254GB,10,139716,1397160,FESTIVE30,978011.9999999999,146701.8,2024-02-01 00:00:00,Failed,Pending,PayPal,Alipay,15051328764,Hu Nan Sheng Xiang Gang Shi Gao Ping Shi Jia Zhuang Jie E Zuo  209433
UVWWT65W7184813155896,Li Shu Hua,Galaxy/S21/White/128GB,3,111420,334260,WINTER10,300834.0,45125.1,2024-02-01 00:00:00,Failed,In Transit,Debit Card,Alipay,18128781159,Qing Hai Sheng Hui Zhou Xian You Hao Zheng Zhou Jie S Zuo  101694
HTDQWZGEU184813156064,Zheng Shu Zhen,Galaxy/S21/Black/8GB,5,91958,459790,FESTIVE30,321853.0,48277.95,2024-02-01 00:00:00,Paid,Pending,Credit Card,PayPal,18869543300,Tai Wan Sheng Dan Shi Qing Pu Ji Nan Jie I Zuo  332163
1WIOIHXOZ184813156225,Tan Yun,Huawei/P40/Purple/8GB,9,99372,894348,SUMMER15,760195.7999999999,114029.36999999998,2024-02-01 00:00:00,Paid,Delivered,Bank Transfer,MasterCard,15768006924,Jiang Xi Sheng Lu An Shi Huai Rou Da Ye Jie G Zuo  449435
U06WP68Q5184813156385,Jiang Gui Hua,Oppo/Reno5/Red/254GB,3,76987,230961,WINTER10,207864.9,31179.734999999997,2024-02-01 00:00:00,Paid,Shipped,PayPal,Visa,15109250930,Hai Nan Sheng Ha Er Bin Xian Hai Gang Li Jie K Zuo  337206
BV045U5RH184813156566,Jiang Xue Mei,Huawei/P40/Purple/128GB,9,73007,657063,AUTUMN5,624209.85,93631.4775,2024-02-01 00:00:00,Paid,Pending,PayPal,Alipay,13913778895,Bei Jing Shi Ha Er Bin Xian Shen Bei Xin Wang Jie Z Zuo  981926
HN29ABYST184813156751,Wang Shu Zhen,Huawei/P40/White/8GB,7,136858,958006,FESTIVE30,670604.2,100590.62999999999,2024-02-01 00:00:00,Paid,Shipped,PayPal,PayPal,18894035855,Zhe Jiang Sheng Lan Ying Shi Bai Yun Liu Zhou Jie Q Zuo  937383
ZGDQ4SIQD184813156915,Pan Ping,Huawei/P40/Purple/32GB,10,148079,1480790,WINTER10,1332711.0,199906.65,2024-02-01 00:00:00,Failed,Shipped,PayPal,American Express,15909826229,Guang Dong Sheng Kai Shi Bi Shan Deng Jie E Zuo  668148
BCPM4NP3K184813157083,Chen Yang,Vivo/X60/Black/32GB,2,144351,288702,FESTIVE30,202091.4,30313.71,2024-02-01 00:00:00,Failed,In Transit,PayPal,Alipay,18573692430,Chong Qing Shi Liu Pan Shui Shi Sha Wan Hu He Hao Te Lu V Zuo  561450
NM22B92L6184813157259,Wang Jie,Xiaomi/Mi 11/Black/32GB,5,75545,377725,SPRING20,302180.0,45327.0,2024-02-01 00:00:00,Paid,Delivered,Credit Card,Alipay,13400460959,Zhe Jiang Sheng Wei Xian Xiao Nan Qian Jiang Lu T Zuo  118154
28SHSJ5C1184813157415,Liu Rong,Xiaomi/Mi 11/White/128GB,3,136369,409107,SPRING20,327285.60000000003,49092.840000000004,2024-02-01 00:00:00,Pending,Shipped,PayPal,MasterCard,18064092331,Xiang Gang Te Bie Xing Zheng Qu Ying Shi Ji Zhou Ma An Shan Lu H Zuo  926674
W293Y43JU184813157594,Jia Qian,Xiaomi/Mi 11/Blue/64GB,7,133540,934780,WINTER10,841302.0,126195.29999999999,2024-02-01 00:00:00,Paid,Delivered,Credit Card,PayPal,13259950500,Hu Bei Sheng Dong Mei Shi Shuang Luan Ma An Shan Jie J Zuo  162685
