Order ID,Customer Name,Mobile Model,Quantity,Price per Unit,Total Price,Promotion Code,Order Amount,GST,Order Date,Payment Status,Shipping Status,Payment Method,Payment Provider,Mobile,Delivery Address
JFHS3FAZ8184809601199,Wang Qian,Oppo/Reno5/Red/1TB,8,107823,862584,SUMMER15,733196.4,109979.46,2024-01-03 00:00:00,Paid,Shipped,Debit Card,American Express,15076169934,Hu Nan Sheng Yu Zhen Xian Feng Dou Ao Men Jie C Zuo  212775
FYB631LJ6184809601383,Zhang Jing,iPhone/13/White/64GB,7,91574,641018,WINTER10,576916.2000000001,86537.43000000001,2024-01-03 00:00:00,Pending,Shipped,Credit Card,PayPal,13713331571,Liao Ning Sheng Hang Zhou Shi Jin Ping Shang Hai Lu T Zuo  858483
599U1ZQ8M184809601550,Wu Xiu Fang,iPhone/13/White/1TB,6,143174,859044,FESTIVE30,601330.7999999999,90199.61999999998,2024-01-03 00:00:00,Paid,Shipped,PayPal,American Express,13870319588,He Bei Sheng Yang Shi Xin Cheng Liu Lu J Zuo  761893
8VKC9E2QW184809601721,Zhang Bo,iPhone/13 Pro/Blue/254GB,6,65216,391296,NEWYEAR25,293472.0,44020.799999999996,2024-01-03 00:00:00,Pending,Shipped,Credit Card,Visa,14565249950,Shan Xi Sheng Xiu Ying Shi Xiao Shan Bei Jing Lu Z Zuo  136114
7XRU0A1KX184809601880,Zhang Peng,Oppo/Reno5/Purple/1TB,5,115865,579325,FESTIVE30,405527.5,60829.125,2024-01-03 00:00:00,Pending,Delivered,Bank Transfer,WeChat Pay,15038903672,Guang Dong Sheng Yu Mei Shi Xiao Nan Cao Jie Y Zuo  416702
D4G7HTJV4184809602052,Huang Cheng,OnePlus/9/Red/128GB,10,130467,1304670,WINTER10,1174203.0,176130.44999999998,2024-01-03 00:00:00,Paid,Delivered,PayPal,MasterCard,18907244700,Zhe Jiang Sheng Xing An Meng Xian Wei Dou Yang Jie D Zuo  539130
K4KERACOF184809602231,Wu Jian,Xiaomi/Mi 11/Purple/128GB,3,107464,322392,SPRING20,257913.6,38687.04,2024-01-03 00:00:00,Failed,Pending,Debit Card,WeChat Pay,18731630861,Fu Jian Sheng Yong An Xian Xiao Nan Tian Lu C Zuo  621438
5399V15LK184809602401,You Chang,Xiaomi/Mi 11/Blue/64GB,8,85383,683064,WINTER10,614757.6,92213.64,2024-01-03 00:00:00,Failed,Delivered,Credit Card,Alipay,18213823054,Ji Lin Sheng Yu Zhen Xian An Ci Zhang Lu X Zuo  691943
7BJAI57GF184809602570,Feng Cheng,Vivo/X60/White/32GB,9,137196,1234764,FESTIVE30,864334.7999999999,129650.21999999999,2024-01-03 00:00:00,Pending,Shipped,Credit Card,Visa,18258132779,Shang Hai Shi La Sa Shi Ji Zhou Hai Men Jie S Zuo  556014
86ZNXSYC9184809602730,Gu Juan,iPhone/13/Blue/32GB,9,96529,868761,AUTUMN5,825322.95,123798.44249999999,2024-01-03 00:00:00,Paid,Shipped,Debit Card,American Express,13089487730,Chong Qing Shi La Sa Shi Xin Cheng Hang Zhou Lu V Zuo  846689
HIA4KHMRQ184809602889,Xiang Yang,Vivo/X60/Black/8GB,4,139869,559476,SUMMER15,475554.6,71333.18999999999,2024-01-03 00:00:00,Failed,Shipped,Bank Transfer,PayPal,18844568479,Xi Zang Zi Zhi Qu Xin Shi Yong Chuan Guan Ling Lu X Zuo  833357
OTS0KTPXH184809603054,Huang Lei,Oppo/Reno5/Blue/1TB,10,76948,769480,FESTIVE30,538636.0,80795.4,2024-01-03 00:00:00,Paid,In Transit,Debit Card,PayPal,14588363003,Jiang Su Sheng Xiao Hong Shi Xiao Nan Yang Lu U Zuo  210453
4S93X4Y4E184809603221,Wei Jie,OnePlus/9/White/128GB,9,51238,461142,SPRING20,368913.60000000003,55337.04,2024-01-03 00:00:00,Pending,Shipped,Debit Card,PayPal,15768151871,Chong Qing Shi Liu Zhou Shi Jin Ping Lan Zhou Jie W Zuo  809711
784GPKG5C184809603379,Fu Gui Xiang,Huawei/P40/Black/32GB,10,123712,1237120,NEWYEAR25,927840.0,139176.0,2024-01-03 00:00:00,Pending,In Transit,Bank Transfer,WeChat Pay,13196219049,Gui Zhou Sheng Peng Xian Xiao Nan Hang Zhou Jie S Zuo  855420
EUPOC8V2K184809603537,Yin Ying,Huawei/P40/Red/8GB,7,120203,841421,NEWYEAR25,631065.75,94659.8625,2024-01-03 00:00:00,Paid,Delivered,Credit Card,PayPal,18019406056,Qing Hai Sheng Chong Qing Shi Liang Ping Wang Jie V Zuo  126545
3ZORZ5YAS184809603704,Zhu Nan,iPhone/13 Pro/Red/254GB,7,53098,371686,NEWYEAR25,278764.5,41814.674999999996,2024-01-03 00:00:00,Pending,Pending,Debit Card,WeChat Pay,18051312366,Shang Hai Shi Li Xian Nan Zhang Cheng Dou Jie N Zuo  446381
66AAQ9T6R184809603858,Jiang Yu Hua,Vivo/X60/Red/32GB,4,91219,364876,NEWYEAR25,273657.0,41048.549999999996,2024-01-03 00:00:00,Pending,Pending,Credit Card,American Express,13303919033,Fu Jian Sheng Bin Xian Yong Chuan He Fei Jie N Zuo  950160
NXO8LU9ES184809604017,Han Kun,Galaxy/S21/Blue/64GB,3,97703,293109,FESTIVE30,205176.3,30776.444999999996,2024-01-03 00:00:00,Failed,Delivered,Credit Card,MasterCard,18036417008,Shan Xi Sheng Yu Hua Xian Yong Chuan Wu Lu Mu Qi Jie U Zuo  267996
1RCT1XY9Q184809604185,Zhou Jian,Xiaomi/Mi 11/Black/128GB,5,146032,730160,SPRING20,584128.0,87619.2,2024-01-03 00:00:00,Failed,Delivered,Credit Card,PayPal,13245475296,Fu Jian Sheng Shen Yang Xian Sha Shi Lin Lu C Zuo  445662
KAM8N8VL4184809604354,Pu Yu Mei,Galaxy/S21/Purple/32GB,10,98017,980170,WINTER10,882153.0,132322.94999999998,2024-01-03 00:00:00,Failed,In Transit,Credit Card,PayPal,18654958707,Bei Jing Shi Qian Xian Liu Zhi Te Fan Jie U Zuo  702678
0YLCBF9NW184809604528,Meng Gui Lan,Oppo/Reno5/Black/64GB,4,85038,340152,NEWYEAR25,255114.0,38267.1,2024-01-03 00:00:00,Paid,In Transit,Credit Card,Alipay,15822450654,Fu Jian Sheng Lu Shi Yong Chuan Qian Jiang Lu P Zuo  400942
CWNFOCYU7184809604686,Shi Xu,Xiaomi/Mi 11/Red/32GB,6,143243,859458,NEWYEAR25,644593.5,96689.025,2024-01-03 00:00:00,Paid,In Transit,Credit Card,American Express,13932058079,Bei Jing Shi He Fei Xian An Ci Luo Lu V Zuo  269405
I8ALO996I184809604857,Guan Gui Zhen,iPhone/13 Pro/Blue/32GB,8,84542,676336,NEWYEAR25,507252.0,76087.8,2024-01-03 00:00:00,Failed,Pending,Credit Card,WeChat Pay,14519744084,Chong Qing Shi Hao Xian Jiang Bei Liu Jie S Zuo  105598
IU3ID7E8T184809605026,Feng Jian Hua,iPhone/13 Pro/Purple/64GB,2,109577,219154,NEWYEAR25,164365.5,24654.825,2024-01-03 00:00:00,Paid,In Transit,Debit Card,American Express,15160173233,He Bei Sheng Hang Zhou Xian He Chuan Xi An Lu K Zuo  726122
G0VXHRJ7X184809605189,Li Gang,iPhone/13 Pro/White/1TB,9,52815,475335,SPRING20,380268.0,57040.2,2024-01-03 00:00:00,Pending,Shipped,Debit Card,WeChat Pay,15222954609,Chong Qing Shi Feng Ying Shi Sha Wan Hai Men Jie Y Zuo  333690
PX6L74ZPR184809605352,Yao Mei,Xiaomi/Mi 11/Blue/1TB,5,96067,480335,NEWYEAR25,360251.25,54037.6875,2024-01-03 00:00:00,Failed,In Transit,PayPal,MasterCard,13136331221,Fu Jian Sheng Yu Lan Xian Nan Zhang Zhang Jia Gang Lu E Zuo  646447
4XI5I3EH3184809605519,Liang Qian,Xiaomi/Mi 11/White/254GB,8,55694,445552,SPRING20,356441.60000000003,53466.240000000005,2024-01-03 00:00:00,Failed,Shipped,Debit Card,Alipay,14781564259,Hai Nan Sheng Fu Xin Shi Liu Zhi Te Jia Jie A Zuo  271188
7B7UGM555184809605694,Cao Jing,iPhone/13 Pro/Blue/1TB,9,142503,1282527,FESTIVE30,897768.8999999999,134665.335,2024-01-03 00:00:00,Paid,In Transit,Debit Card,Visa,14534298843,Si Chuan Sheng Da Ye Xian Da Xing Wang Lu Y Zuo  112569
QDBZXU2GE184809605872,Feng Xu,Oppo/Reno5/Black/32GB,6,99885,599310,NEWYEAR25,449482.5,67422.375,2024-01-03 00:00:00,Paid,Delivered,Credit Card,MasterCard,15525867687,Ao Men Te Bie Xing Zheng Qu Yu Xian Qing Pu Zou Jie X Zuo  151690
NQL2UIMDH184809606066,Zhu Ying,Xiaomi/Mi 11/Red/32GB,4,53363,213452,AUTUMN5,202779.4,30416.909999999996,2024-01-03 00:00:00,Pending,Pending,Credit Card,MasterCard,14562282362,Yun Nan Sheng Shen Yang Shi He Chuan Hui Zhou Lu Q Zuo  413091
22ZG06IMC184809606229,Ou Xin,OnePlus/9/Purple/1TB,9,53912,485208,FESTIVE30,339645.6,50946.84,2024-01-03 00:00:00,Pending,Pending,Bank Transfer,Alipay,15321700829,Liao Ning Sheng Chao Hu Xian Liang Ping Gao Lu X Zuo  397755
UIH0TCG0W184809606398,Wang Dong Mei,Vivo/X60/White/64GB,8,109071,872568,NEWYEAR25,654426.0,98163.9,2024-01-03 00:00:00,Paid,Shipped,PayPal,Visa,15348363732,Gan Su Sheng Tai Yuan Shi Dong Li Zhong Jie D Zuo  403274
